Logging to logs/ppo_cnn_4x4_1
---------------------------------
| rollout/           |          |
|    ep_len_mean          | 35.9       |
|    ep_rew_mean          | 2.3        |
| time/                   |            |
|    fps                  | 1231       |
|    iterations           | 167        |
|    time_elapsed         | 8888       |
|    total_timesteps      | 10944512   |
| train/                  |            |
|    approx_kl            | 0.01060702 |
|    clip_fraction        | 0.00865    |
|    clip_range           | 0.136      |
|    entropy_loss         | -0.00758   |
|    explained_variance   | 0.875      |
|    learning_rate        | 0.000446   |
|    loss                 | 0.00237    |
|    n_updates            | 664        |
|    policy_gradient_loss | 0.000175   |
|    value_loss           | 0.00905    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1224        |
|    iterations           | 168         |
|    time_elapsed         | 8992        |
|    total_timesteps      | 11010048    |
| train/                  |             |
|    approx_kl            | 0.012257323 |
|    clip_fraction        | 0.00814     |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.00705    |
|    explained_variance   | 0.899       |
|    learning_rate        | 0.000446    |
|    loss                 | 0.00253     |
|    n_updates            | 668         |
|    policy_gradient_loss | -0.000145   |
|    value_loss           | 0.0074      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 35.8       |
|    ep_rew_mean          | 2.24       |
| time/                   |            |
|    fps                  | 1224       |
|    iterations           | 169        |
|    time_elapsed         | 9045       |
|    total_timesteps      | 11075584   |
| train/                  |            |
|    approx_kl            | 0.01484512 |
|    clip_fraction        | 0.00887    |
|    clip_range           | 0.136      |
|    entropy_loss         | -0.00748   |
|    explained_variance   | 0.882      |
|    learning_rate        | 0.000445   |
|    loss                 | 0.00283    |
|    n_updates            | 672        |
|    policy_gradient_loss | 3.86e-06   |
|    value_loss           | 0.0087     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.4        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1216        |
|    iterations           | 170         |
|    time_elapsed         | 9160        |
|    total_timesteps      | 11141120    |
| train/                  |             |
|    approx_kl            | 0.010299784 |
|    clip_fraction        | 0.00781     |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.00684    |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.000445    |
|    loss                 | 0.00306     |
|    n_updates            | 676         |
|    policy_gradient_loss | 0.000496    |
|    value_loss           | 0.00707     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.7         |
|    ep_rew_mean          | 2.23         |
| time/                   |              |
|    fps                  | 1216         |
|    iterations           | 171          |
|    time_elapsed         | 9213         |
|    total_timesteps      | 11206656     |
| train/                  |              |
|    approx_kl            | 0.0034867916 |
|    clip_fraction        | 0.00607      |
|    clip_range           | 0.136        |
|    entropy_loss         | -0.00656     |
|    explained_variance   | 0.899        |
|    learning_rate        | 0.000445     |
|    loss                 | 0.0026       |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.000132    |
|    value_loss           | 0.00685      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.6        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1216        |
|    iterations           | 172         |
|    time_elapsed         | 9267        |
|    total_timesteps      | 11272192    |
| train/                  |             |
|    approx_kl            | 0.010472519 |
|    clip_fraction        | 0.00731     |
